SNIFFERID;TIMESTAMP;TIPO;SSID;RSSI;MAC_O;FREC;CANAL
sniffer2.4Ghz_11;5/11/2022, 7:07:18 AM:743;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:18 AM:746;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:18 AM:748;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:780;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2412 Mhz;1
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:783;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2412 Mhz;1
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:785;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2412 Mhz;1
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:786;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2417 Mhz;2
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:788;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2417 Mhz;2
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:789;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2417 Mhz;2
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:791;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2417 Mhz;2
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:793;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:795;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:796;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;96:8b:ac:7d:90:74;2422 Mhz;3
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:801;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:803;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2427 Mhz;4
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:806;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2427 Mhz;4
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:808;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2427 Mhz;4
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:809;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2432 Mhz;5
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:811;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2432 Mhz;5
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:813;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2432 Mhz;5
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:815;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2432 Mhz;5
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:817;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2437 Mhz;6
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:819;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2437 Mhz;6
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:822;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2437 Mhz;6
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:805;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2427 Mhz;4
sniffer2.4Ghz_11;5/11/2022, 7:07:19 AM:798;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2422 Mhz;3
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:820;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2442 Mhz;7
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:823;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2442 Mhz;7
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:825;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2442 Mhz;7
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:830;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2442 Mhz;7
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:832;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2447 Mhz;8
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:834;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2447 Mhz;8
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:837;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2447 Mhz;8
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:840;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2447 Mhz;8
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:843;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2452 Mhz;9
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:845;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2452 Mhz;9
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:846;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2452 Mhz;9
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:848;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2457 Mhz;10
sniffer2.4Ghz_11;5/11/2022, 7:07:20 AM:849;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2457 Mhz;10
sniffer2.4Ghz_11;5/11/2022, 7:07:21 AM:860;PROBE REQUEST;CEEIM_FREE;-34 dBm;18:26:49:af:da:d4;5540 Mhz;145.2
sniffer2.4Ghz_11;5/11/2022, 7:07:23 AM:940;PROBE REQUEST;MOVISTAR_D280;-90 dBm;70:03:9f:7b:67:fb;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:24 AM:980;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:24 AM:982;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:28 AM:100;PROBE REQUEST;SSID oculto o desconocido;-64 dBm;6a:3a:3e:33:3a:da;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:30 AM:180;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;be:a8:8a:c2:3c:57;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:31 AM:220;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:31 AM:222;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:31 AM:224;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:31 AM:226;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:31 AM:228;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:32 AM:260;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;66:7d:f0:d0:ce:12;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:33 AM:300;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;9a:84:9a:50:55:91;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:33 AM:302;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;9a:84:9a:50:55:91;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:33 AM:304;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;86:f4:e3:16:ef:16;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:36 AM:420;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:37 AM:460;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:37 AM:462;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:37 AM:464;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:40 AM:580;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;62:be:3c:d2:f9:00;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:40 AM:582;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;62:be:3c:d2:f9:00;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:40 AM:584;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;62:be:3c:d2:f9:00;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:40 AM:586;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;62:be:3c:d2:f9:00;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:42 AM:660;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:42 AM:663;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:42 AM:665;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:43 AM:700;PROBE REQUEST;MiFibra-5589;-92 dBm;da:a1:19:e2:6b:fe;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:43 AM:702;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;da:a1:19:e2:6b:fe;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:43 AM:704;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;0a:3f:22:23:30:bd;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:48 AM:900;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:48 AM:902;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:48 AM:904;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:48 AM:907;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:48 AM:909;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:48 AM:911;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:50 AM:980;PROBE REQUEST;SSID oculto o desconocido;-74 dBm;66:7d:f0:d0:ce:12;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:50 AM:982;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;52:e5:01:6f:6b:85;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:50 AM:984;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;52:e5:01:6f:6b:85;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:50 AM:985;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;52:e5:01:6f:6b:85;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:52 AM:20;PROBE REQUEST;CEEIM;-84 dBm;42:cb:6a:37:54:b7;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:53 AM:60;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;d8:f8:83:87:35:b1;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:55 AM:140;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:55 AM:142;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:55 AM:144;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:55 AM:147;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:55 AM:149;PROBE REQUEST;SSID oculto o desconocido;-92 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:55 AM:151;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:57 AM:220;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;0e:1f:5f:90:11:33;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:58 AM:260;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:07:58 AM:262;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:01 AM:390;PROBE REQUEST;MOVISTAR_FC77;-98 dBm;00:03:50:9a:0e:cc;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:01 AM:392;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:01 AM:394;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:01 AM:396;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:02 AM:430;PROBE REQUEST;SSID oculto o desconocido;-64 dBm;6a:3a:3e:33:3a:da;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:03 AM:460;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;02:e0:98:8b:33:6e;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:03 AM:462;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;02:e0:98:8b:33:6e;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:03 AM:464;PROBE REQUEST;CEEIM;-82 dBm;42:cb:6a:37:54:b7;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:540;PROBE REQUEST;SSID oculto o desconocido;-72 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:542;PROBE REQUEST;HUAWEI-52NZ;-72 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:544;PROBE REQUEST;SSID oculto o desconocido;-68 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:546;PROBE REQUEST;HUAWEI-52NZ;-68 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:548;PROBE REQUEST;SSID oculto o desconocido;-72 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:550;PROBE REQUEST;SSID oculto o desconocido;-70 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:05 AM:552;PROBE REQUEST;HUAWEI-52NZ;-70 dBm;d6:5e:4a:6a:20:b4;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:580;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;12:3f:44:96:87:95;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:582;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;12:3f:44:96:87:95;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:584;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;12:3f:44:96:87:95;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:586;PROBE REQUEST;SSID oculto o desconocido;-80 dBm;12:3f:44:96:87:95;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:588;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:589;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:591;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:06 AM:593;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:07 AM:620;PROBE REQUEST;CEEIM_FREE;-94 dBm;de:9d:f4:2f:06:44;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:07 AM:622;PROBE REQUEST;CEEIM_FREE;-94 dBm;de:9d:f4:2f:06:44;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:08 AM:660;PROBE REQUEST;CEEIM;-78 dBm;42:cb:6a:37:54:b7;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:09 AM:700;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;66:7d:f0:d0:ce:12;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:09 AM:702;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;66:7d:f0:d0:ce:12;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:09 AM:704;PROBE REQUEST;MOVISTAR_FC77;-106 dBm;00:03:50:9a:0e:cc;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:10 AM:740;PROBE REQUEST;CEEIM;-78 dBm;42:cb:6a:37:54:b7;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:10 AM:742;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;c6:f5:22:fd:f0:cd;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:10 AM:744;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;c6:f5:22:fd:f0:cd;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:11 AM:780;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;d0:37:45:19:78:4a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:11 AM:782;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;d0:37:45:19:78:4a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:11 AM:789;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;d0:37:45:19:78:4a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:11 AM:791;PROBE REQUEST;SSID oculto o desconocido;-102 dBm;d0:37:45:19:78:4a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:12 AM:820;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:12 AM:822;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:12 AM:824;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:12 AM:826;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:12 AM:828;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:14 AM:900;PROBE REQUEST;CEEIM;-78 dBm;42:cb:6a:37:54:b7;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:15 AM:940;PROBE REQUEST;SSID oculto o desconocido;-68 dBm;86:3d:79:98:5d:25;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:15 AM:943;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;86:3d:79:98:5d:25;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:980;PROBE REQUEST;SSID oculto o desconocido;-62 dBm;8e:ce:ea:8c:03:e3;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:982;PROBE REQUEST;SSID oculto o desconocido;-60 dBm;8e:ce:ea:8c:03:e3;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:983;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;a6:01:95:db:7c:48;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:985;PROBE REQUEST;SSID oculto o desconocido;-72 dBm;02:54:9d:c3:41:91;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:987;PROBE REQUEST;SSID oculto o desconocido;-36 dBm;8e:ce:ea:8c:03:e3;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:988;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;8e:ce:ea:8c:03:e3;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:990;PROBE REQUEST;SSID oculto o desconocido;-22 dBm;8e:ce:ea:8c:03:e3;2462 Mhz;11
sniffer2.4Ghz_11;5/11/2022, 7:08:16 AM:991;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;8e:ce:ea:8c:03:e3;2462 Mhz;11
