SNIFFERID;TIMESTAMP;TIPO;SSID;RSSI;MAC_O;FREC;CANAL
sniffer2.4Ghz_6;5/11/2022, 7:07:20 AM:226;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2462 Mhz;11
sniffer2.4Ghz_6;5/11/2022, 7:07:20 AM:228;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2462 Mhz;11
sniffer2.4Ghz_6;5/11/2022, 7:07:20 AM:205;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2442 Mhz;7
sniffer2.4Ghz_6;5/11/2022, 7:07:20 AM:204;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:220;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;e2:f5:ad:4f:49:ae;5180 Mhz;73.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:223;PROBE REQUEST;SSID oculto o desconocido;-9 dBm;e2:f5:ad:4f:49:ae;5180 Mhz;73.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:225;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;e2:f5:ad:4f:49:ae;5200 Mhz;77.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:227;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;e2:f5:ad:4f:49:ae;5200 Mhz;77.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:229;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;e2:f5:ad:4f:49:ae;5220 Mhz;81.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:232;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;e2:f5:ad:4f:49:ae;5220 Mhz;81.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:233;PROBE REQUEST;SSID oculto o desconocido;-11 dBm;e2:f5:ad:4f:49:ae;5240 Mhz;85.2
sniffer2.4Ghz_6;5/11/2022, 7:07:21 AM:236;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;e2:f5:ad:4f:49:ae;5240 Mhz;85.2
sniffer2.4Ghz_6;5/11/2022, 7:07:22 AM:260;PROBE REQUEST;CEEIM_FREE;-42 dBm;18:26:49:af:da:d4;5540 Mhz;145.2
sniffer2.4Ghz_6;5/11/2022, 7:07:22 AM:263;PROBE REQUEST;CEEIM_FREE;-41 dBm;18:26:49:af:da:d4;5540 Mhz;145.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:310;PROBE REQUEST;SSID oculto o desconocido;-30 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:312;PROBE REQUEST;SSID oculto o desconocido;-21 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:315;PROBE REQUEST;SSID oculto o desconocido;-20 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:317;PROBE REQUEST;SSID oculto o desconocido;-27 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:319;PROBE REQUEST;SSID oculto o desconocido;-25 dBm;e2:f5:ad:4f:49:ae;5785 Mhz;194.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:321;PROBE REQUEST;SSID oculto o desconocido;-20 dBm;e2:f5:ad:4f:49:ae;5785 Mhz;194.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:323;PROBE REQUEST;SSID oculto o desconocido;-19 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:326;PROBE REQUEST;SSID oculto o desconocido;-19 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:327;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_6;5/11/2022, 7:07:23 AM:329;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_6;5/11/2022, 7:07:25 AM:380;PROBE REQUEST;CEEIM;-88 dBm;42:cb:6a:37:54:b7;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:29 AM:540;PROBE REQUEST;MOVISTAR_D280;-102 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:30 AM:580;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:31 AM:620;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;66:7d:f0:d0:ce:12;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:32 AM:660;PROBE REQUEST;MOVISTAR_D280;-100 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:32 AM:662;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;9a:84:9a:50:55:91;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:36 AM:820;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:36 AM:822;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:36 AM:824;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:36 AM:827;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:37 AM:860;PROBE REQUEST;MOVISTAR_D280;-90 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:40 AM:980;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;62:be:3c:d2:f9:00;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:40 AM:983;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;62:be:3c:d2:f9:00;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:43 AM:60;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:43 AM:63;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:43 AM:65;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:48 AM:260;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:48 AM:262;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:48 AM:265;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:49 AM:300;PROBE REQUEST;SSID oculto o desconocido;-60 dBm;6a:3a:3e:33:3a:da;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:50 AM:340;PROBE REQUEST;SSID oculto o desconocido;-64 dBm;6a:3a:3e:33:3a:da;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:50 AM:342;PROBE REQUEST;MOVISTAR_D280;-90 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:51 AM:390;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;66:7d:f0:d0:ce:12;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:51 AM:393;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;52:e5:01:6f:6b:85;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:52 AM:420;PROBE REQUEST;SSID oculto o desconocido;-92 dBm;8e:3a:8f:0f:45:d0;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:52 AM:423;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;8e:3a:8f:0f:45:d0;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:54 AM:500;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:54 AM:503;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:55 AM:540;PROBE REQUEST;MOVISTAR_D280;-102 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:57 AM:620;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;0e:1f:5f:90:11:33;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:57 AM:622;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:58 AM:660;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;6a:3a:3e:33:3a:da;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:07:58 AM:663;PROBE REQUEST;MOVISTAR_D280;-102 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:00 AM:740;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:00 AM:742;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:02 AM:820;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;02:e0:98:8b:33:6e;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:02 AM:822;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;02:e0:98:8b:33:6e;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:04 AM:900;PROBE REQUEST;MOVISTAR_D280;-106 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:04 AM:903;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;d6:5e:4a:6a:20:b4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:04 AM:905;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;d6:5e:4a:6a:20:b4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:04 AM:907;PROBE REQUEST;HUAWEI-52NZ;-82 dBm;d6:5e:4a:6a:20:b4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:04 AM:909;PROBE REQUEST;HUAWEI-52NZ;-70 dBm;d6:5e:4a:6a:20:b4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:05 AM:940;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;12:3f:44:96:87:95;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:05 AM:942;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;12:3f:44:96:87:95;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:05 AM:947;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;12:3f:44:96:87:95;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:05 AM:944;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;12:3f:44:96:87:95;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:05 AM:946;PROBE REQUEST;SSID oculto o desconocido;-80 dBm;12:3f:44:96:87:95;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:06 AM:980;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:06 AM:982;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:08 AM:20;PROBE REQUEST;HUAWEI-52NZ;-72 dBm;06:50:14:d0:07:85;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:08 AM:22;PROBE REQUEST;SSID oculto o desconocido;-72 dBm;06:50:14:d0:07:85;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:08 AM:24;PROBE REQUEST;HUAWEI-52NZ;-68 dBm;06:50:14:d0:07:85;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:08 AM:26;PROBE REQUEST;HUAWEI-52NZ;-98 dBm;06:50:14:d0:07:85;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:09 AM:60;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;66:7d:f0:d0:ce:12;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:10 AM:100;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;c6:f5:22:fd:f0:cd;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:11 AM:140;PROBE REQUEST;MOVISTAR_D280;-94 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:11 AM:142;PROBE REQUEST;SSID oculto o desconocido;-60 dBm;6a:3a:3e:33:3a:da;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:13 AM:220;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:13 AM:222;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:340;PROBE REQUEST;SSID oculto o desconocido;-72 dBm;86:3d:79:98:5d:25;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:349;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;02:54:9d:c3:41:91;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:351;PROBE REQUEST;SSID oculto o desconocido;-22 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:354;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;02:54:9d:c3:41:91;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:356;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:359;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:361;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:363;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:364;PROBE REQUEST;SSID oculto o desconocido;-8 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:365;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:343;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;a6:01:95:db:7c:48;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:345;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;a6:01:95:db:7c:48;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:16 AM:347;PROBE REQUEST;SSID oculto o desconocido;-46 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:17 AM:390;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:17 AM:392;PROBE REQUEST;SSID oculto o desconocido;-22 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:17 AM:394;PROBE REQUEST;SSID oculto o desconocido;-38 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:17 AM:395;PROBE REQUEST;SSID oculto o desconocido;-46 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:17 AM:397;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;8e:ce:ea:8c:03:e3;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:18 AM:430;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:19 AM:460;PROBE REQUEST;MOVISTAR_D280;-88 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:19 AM:462;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;18:26:49:af:da:d4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:20 AM:500;PROBE REQUEST;SSID oculto o desconocido;-46 dBm;18:26:49:af:da:d4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:20 AM:503;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;18:26:49:af:da:d4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:20 AM:505;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;18:26:49:af:da:d4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:620;PROBE REQUEST;SSID oculto o desconocido;-40 dBm;96:8b:ac:7d:90:74;2412 Mhz;1
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:623;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2412 Mhz;1
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:625;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2412 Mhz;1
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:628;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2412 Mhz;1
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:631;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2417 Mhz;2
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:634;PROBE REQUEST;SSID oculto o desconocido;-100 dBm;e2:f5:ad:4f:49:ae;2417 Mhz;2
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:636;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2422 Mhz;3
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:638;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2422 Mhz;3
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:640;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2422 Mhz;3
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:642;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2422 Mhz;3
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:644;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2427 Mhz;4
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:646;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2427 Mhz;4
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:647;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2427 Mhz;4
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:649;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2427 Mhz;4
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:651;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2427 Mhz;4
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:652;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:654;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:655;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2432 Mhz;5
sniffer2.4Ghz_6;5/11/2022, 7:08:23 AM:657;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:660;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:662;PROBE REQUEST;SSID oculto o desconocido;-18 dBm;96:8b:ac:7d:90:74;2442 Mhz;7
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:664;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2447 Mhz;8
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:666;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2452 Mhz;9
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:667;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2452 Mhz;9
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:669;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2457 Mhz;10
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:671;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2457 Mhz;10
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:673;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2457 Mhz;10
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:674;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2457 Mhz;10
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:676;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2457 Mhz;10
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:678;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2457 Mhz;10
sniffer2.4Ghz_6;5/11/2022, 7:08:24 AM:680;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;96:8b:ac:7d:90:74;2462 Mhz;11
sniffer2.4Ghz_6;5/11/2022, 7:08:26 AM:740;PROBE REQUEST;SSID oculto o desconocido;-18 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_6;5/11/2022, 7:08:26 AM:742;PROBE REQUEST;SSID oculto o desconocido;-22 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:780;PROBE REQUEST;SSID oculto o desconocido;-21 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:783;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:785;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5785 Mhz;194.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:787;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:789;PROBE REQUEST;SSID oculto o desconocido;-19 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:791;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:793;PROBE REQUEST;SSID oculto o desconocido;-15 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:795;PROBE REQUEST;SSID oculto o desconocido;-34 dBm;d2:a7:04:9e:e5:a4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:27 AM:797;PROBE REQUEST;SSID oculto o desconocido;-32 dBm;d2:a7:04:9e:e5:a4;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:30 AM:900;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;00:22:fe:41:a4:2a;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:31 AM:940;PROBE REQUEST;MOVISTAR_D280;-90 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:31 AM:942;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;92:db:cb:e1:4a:06;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:31 AM:944;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;8e:6c:0b:82:90:b9;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:31 AM:945;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;4e:24:25:60:3e:ef;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:32 AM:980;PROBE REQUEST;SSID oculto o desconocido;-46 dBm;1e:46:32:b9:8c:5b;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:32 AM:982;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:34 AM:20;PROBE REQUEST;MOVISTAR_D280;-88 dBm;70:03:9f:7b:67:fb;2437 Mhz;6
sniffer2.4Ghz_6;5/11/2022, 7:08:35 AM:60;PROBE REQUEST;SSID oculto o desconocido;-60 dBm;6e:04:13:1e:db:f8;2437 Mhz;6
