SNIFFERID;TIMESTAMP;TIPO;SSID;RSSI;MAC_O;FREC;CANAL
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:193;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2427 Mhz;4
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:195;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:196;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:198;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:199;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:201;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2437 Mhz;6
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:202;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2437 Mhz;6
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:204;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:205;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:206;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:208;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:209;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:210;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:211;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:213;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:214;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:215;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:217;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:218;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2457 Mhz;10
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:219;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:220;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:222;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:223;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:220;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:222;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:224;PROBE REQUEST;SSID oculto o desconocido;-13 dBm;ce:3c:a6:c3:d2:5b;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:226;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;ce:3c:a6:c3:d2:5b;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:228;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;e2:f5:ad:4f:49:ae;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:230;PROBE REQUEST;SSID oculto o desconocido;-16 dBm;e2:f5:ad:4f:49:ae;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:232;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;ce:3c:a6:c3:d2:5b;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:234;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;ce:3c:a6:c3:d2:5b;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:236;PROBE REQUEST;SSID oculto o desconocido;-22 dBm;e2:f5:ad:4f:49:ae;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:237;PROBE REQUEST;SSID oculto o desconocido;-18 dBm;e2:f5:ad:4f:49:ae;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:239;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;ce:3c:a6:c3:d2:5b;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:241;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;ce:3c:a6:c3:d2:5b;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:243;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;e2:f5:ad:4f:49:ae;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:244;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:245;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;ce:3c:a6:c3:d2:5b;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:08:25 AM:247;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;ce:3c:a6:c3:d2:5b;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:300;PROBE REQUEST;SSID oculto o desconocido;-19 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:302;PROBE REQUEST;SSID oculto o desconocido;-20 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:304;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:306;PROBE REQUEST;SSID oculto o desconocido;-9 dBm;ce:3c:a6:c3:d2:5b;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:308;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:310;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:312;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:315;PROBE REQUEST;SSID oculto o desconocido;-26 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:316;PROBE REQUEST;SSID oculto o desconocido;-26 dBm;e2:f5:ad:4f:49:ae;5785 Mhz;194.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:318;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5785 Mhz;194.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:320;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:326;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:327;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:329;PROBE REQUEST;SSID oculto o desconocido;-26 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:330;PROBE REQUEST;SSID oculto o desconocido;-9 dBm;ce:3c:a6:c3:d2:5b;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:332;PROBE REQUEST;SSID oculto o desconocido;-8 dBm;ce:3c:a6:c3:d2:5b;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:333;PROBE REQUEST;SSID oculto o desconocido;-23 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:08:27 AM:334;PROBE REQUEST;SSID oculto o desconocido;-23 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:08:28 AM:340;PROBE REQUEST;HUAWEI-52NZ;-32 dBm;d2:a7:04:9e:e5:a4;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:28 AM:342;PROBE REQUEST;HUAWEI-52NZ;-42 dBm;d2:a7:04:9e:e5:a4;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:30 AM:420;PROBE REQUEST;SSID oculto o desconocido;-94 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:30 AM:422;PROBE REQUEST;SSID oculto o desconocido;-104 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:30 AM:424;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:30 AM:426;PROBE REQUEST;SSID oculto o desconocido;-102 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:32 AM:500;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:32 AM:503;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:35 AM:620;PROBE REQUEST;SSID oculto o desconocido;-62 dBm;26:c4:97:a2:b2:c6;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:35 AM:622;PROBE REQUEST;CEEIM_FREE;-104 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:37 AM:700;PROBE REQUEST;CEEIM_FREE;-68 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:38 AM:740;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;fa:85:e6:21:78:bf;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:38 AM:742;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;fa:85:e6:21:78:bf;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:38 AM:745;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;fa:85:e6:21:78:bf;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:38 AM:747;PROBE REQUEST;CEEIM_FREE;-68 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:38 AM:749;PROBE REQUEST;CEEIM;-106 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:42 AM:900;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:42 AM:902;PROBE REQUEST;SSID oculto o desconocido;-32 dBm;90:e8:68:86:e7:23;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:42 AM:904;PROBE REQUEST;CEEIM;-106 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:44 AM:980;PROBE REQUEST;SSID oculto o desconocido;-60 dBm;0a:e9:6a:47:e2:6e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:44 AM:982;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;0a:e9:6a:47:e2:6e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:44 AM:984;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;0a:e9:6a:47:e2:6e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:44 AM:986;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;0a:e9:6a:47:e2:6e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:44 AM:988;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;92:dc:37:30:d6:54;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:44 AM:989;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;6a:3a:3e:33:3a:da;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:48 AM:100;PROBE REQUEST;HUAWEI-52NZ;-44 dBm;4e:03:51:2a:bc:87;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:48 AM:102;PROBE REQUEST;SSID oculto o desconocido;-44 dBm;4e:03:51:2a:bc:87;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:51 AM:220;PROBE REQUEST;SSID oculto o desconocido;-62 dBm;8e:03:b7:e1:25:f3;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:51 AM:222;PROBE REQUEST;TP-Link_608A_5G;-106 dBm;b4:69:21:74:d1:1e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:52 AM:260;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;d8:f8:83:87:35:b1;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:53 AM:300;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;36:0e:42:0d:0e:da;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:54 AM:340;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;36:0e:42:0d:0e:da;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:54 AM:342;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;36:0e:42:0d:0e:da;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:56 AM:420;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:58 AM:500;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;86:2b:d6:e5:59:97;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:58 AM:502;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;86:2b:d6:e5:59:97;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:58 AM:504;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;86:2b:d6:e5:59:97;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:58 AM:506;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;86:2b:d6:e5:59:97;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:59 AM:540;PROBE REQUEST;SSID oculto o desconocido;-46 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:59 AM:543;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:59 AM:545;PROBE REQUEST;SSID oculto o desconocido;-44 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:59 AM:547;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:00 AM:580;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:00 AM:582;PROBE REQUEST;HP series 2800;-44 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:00 AM:585;PROBE REQUEST;HP series 2800;-48 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:01 AM:620;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;7a:66:18:02:bf:74;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:01 AM:627;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;7a:66:18:02:bf:74;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:01 AM:630;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;7a:66:18:02:bf:74;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:01 AM:632;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;7a:66:18:02:bf:74;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:01 AM:633;PROBE REQUEST;CEEIM_FREE;-72 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:03 AM:700;PROBE REQUEST;CEEIM_FREE;-72 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:03 AM:702;PROBE REQUEST;CEEIM_FREE;-76 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:03 AM:705;PROBE REQUEST;MOVISTAR_PLUS_74E0;-106 dBm;da:a1:19:53:e3:cd;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:03 AM:707;PROBE REQUEST;MiFibra-97BA;-106 dBm;da:a1:19:53:e3:cd;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:05 AM:780;PROBE REQUEST;SSID oculto o desconocido;-40 dBm;02:f3:71:32:5e:93;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:05 AM:782;PROBE REQUEST;SSID oculto o desconocido;-40 dBm;02:f3:71:32:5e:93;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:05 AM:785;PROBE REQUEST;SSID oculto o desconocido;-42 dBm;02:f3:71:32:5e:93;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:06 AM:820;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;96:93:9b:e7:38:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:06 AM:823;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;96:93:9b:e7:38:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:06 AM:825;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;96:93:9b:e7:38:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:07 AM:860;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;6e:e0:a8:78:f3:5e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:10 AM:980;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;7e:de:07:52:a2:47;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:10 AM:982;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;7e:de:07:52:a2:47;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:10 AM:984;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;7e:de:07:52:a2:47;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:13 AM:60;PROBE REQUEST;SSID oculto o desconocido;-104 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:14 AM:100;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;36:2d:3c:71:c1:42;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:17 AM:220;PROBE REQUEST;SSID oculto o desconocido;-60 dBm;26:f9:55:13:8d:b5;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:17 AM:222;PROBE REQUEST;SSID oculto o desconocido;-64 dBm;26:f9:55:13:8d:b5;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:17 AM:224;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;26:f9:55:13:8d:b5;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:20 AM:340;PROBE REQUEST;CEEIM_FREE;-82 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:21 AM:380;PROBE REQUEST;SSID oculto o desconocido;-88 dBm;66:7d:f0:d0:ce:12;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:21 AM:382;PROBE REQUEST;SSID oculto o desconocido;-92 dBm;66:7d:f0:d0:ce:12;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:21 AM:384;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;5a:ef:c1:74:50:11;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:21 AM:386;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;5a:ef:c1:74:50:11;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:21 AM:389;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;5a:ef:c1:74:50:11;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:21 AM:391;PROBE REQUEST;SSID oculto o desconocido;-50 dBm;5a:ef:c1:74:50:11;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:23 AM:460;PROBE REQUEST;MOVISTAR_FC77;-90 dBm;00:03:50:9a:0e:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:24 AM:500;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;66:63:30:af:5d:25;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:24 AM:502;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;66:63:30:af:5d:25;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:24 AM:504;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;46:54:c1:7e:8b:bd;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:25 AM:550;PROBE REQUEST;CEEIM_FREE;-90 dBm;60:e3:2b:92:2f:20;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:28 AM:660;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;06:31:2e:5d:76:a1;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:28 AM:662;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;06:31:2e:5d:76:a1;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:28 AM:664;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;06:31:2e:5d:76:a1;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:29 AM:700;PROBE REQUEST;Cableworld_U049;-54 dBm;6a:50:f8:e6:bf:de;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:29 AM:702;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;92:47:68:4d:83:31;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:29 AM:705;PROBE REQUEST;Cableworld_U049;-54 dBm;6a:50:f8:e6:bf:de;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:29 AM:707;PROBE REQUEST;Cableworld_U049;-52 dBm;66:da:f9:bf:91:0f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:29 AM:709;PROBE REQUEST;SSID oculto o desconocido;-54 dBm;5a:6c:51:d7:44:58;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:29 AM:711;PROBE REQUEST;SSID oculto o desconocido;-56 dBm;5a:6c:51:d7:44:58;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:30 AM:740;PROBE REQUEST;SSID oculto o desconocido;-102 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:30 AM:743;PROBE REQUEST;CEEIM;-106 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:31 AM:780;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;ee:10:e4:e6:a4:59;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:31 AM:782;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;ee:10:e4:e6:a4:59;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:31 AM:785;PROBE REQUEST;SSID oculto o desconocido;-46 dBm;ee:10:e4:e6:a4:59;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:31 AM:787;PROBE REQUEST;SSID oculto o desconocido;-44 dBm;ee:10:e4:e6:a4:59;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:33 AM:860;PROBE REQUEST;CEEIM;-86 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:34 AM:900;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:34 AM:902;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:35 AM:940;PROBE REQUEST;HP series 2800;-60 dBm;d0:53:49:31:e8:7f;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:09:38 AM:20;PROBE REQUEST;CEEIM;-86 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
