SNIFFERID;TIMESTAMP;TIPO;SSID;RSSI;MAC_O;FREC;CANAL
sniffer2.4Ghz_1;5/11/2022, 7:07:16 AM:582;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;1e:1c:81:90:3d:e5;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:17 AM:620;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;12:0a:9e:02:f3:26;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:18 AM:660;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:18 AM:662;PROBE REQUEST;SSID oculto o desconocido;-96 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:18 AM:664;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:18 AM:666;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:700;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:704;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:706;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:711;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:713;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:708;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:715;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:717;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:718;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:720;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:722;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:728;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2427 Mhz;4
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:726;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2427 Mhz;4
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:729;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:730;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:732;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:733;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2432 Mhz;5
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:736;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2437 Mhz;6
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:737;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:738;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:734;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2437 Mhz;6
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:723;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2427 Mhz;4
sniffer2.4Ghz_1;5/11/2022, 7:07:19 AM:725;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2427 Mhz;4
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:740;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:742;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2442 Mhz;7
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:743;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:745;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:747;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:748;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2447 Mhz;8
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:750;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:752;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:754;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:755;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2452 Mhz;9
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:757;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2457 Mhz;10
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:759;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2457 Mhz;10
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:761;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:762;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:764;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:765;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2462 Mhz;11
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:766;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;ce:3c:a6:c3:d2:5b;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:768;PROBE REQUEST;SSID oculto o desconocido;-12 dBm;ce:3c:a6:c3:d2:5b;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:769;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;e2:f5:ad:4f:49:ae;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:771;PROBE REQUEST;SSID oculto o desconocido;-13 dBm;e2:f5:ad:4f:49:ae;5180 Mhz;73.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:773;PROBE REQUEST;SSID oculto o desconocido;-15 dBm;ce:3c:a6:c3:d2:5b;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:775;PROBE REQUEST;SSID oculto o desconocido;-15 dBm;ce:3c:a6:c3:d2:5b;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:777;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:779;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5200 Mhz;77.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:780;PROBE REQUEST;SSID oculto o desconocido;-15 dBm;ce:3c:a6:c3:d2:5b;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:781;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;ce:3c:a6:c3:d2:5b;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:783;PROBE REQUEST;SSID oculto o desconocido;-21 dBm;e2:f5:ad:4f:49:ae;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:07:20 AM:784;PROBE REQUEST;SSID oculto o desconocido;-18 dBm;e2:f5:ad:4f:49:ae;5220 Mhz;81.2
sniffer2.4Ghz_1;5/11/2022, 7:07:21 AM:780;PROBE REQUEST;SSID oculto o desconocido;-13 dBm;ce:3c:a6:c3:d2:5b;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:07:21 AM:783;PROBE REQUEST;SSID oculto o desconocido;-13 dBm;ce:3c:a6:c3:d2:5b;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:07:21 AM:785;PROBE REQUEST;SSID oculto o desconocido;-19 dBm;e2:f5:ad:4f:49:ae;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:07:21 AM:787;PROBE REQUEST;SSID oculto o desconocido;-17 dBm;e2:f5:ad:4f:49:ae;5240 Mhz;85.2
sniffer2.4Ghz_1;5/11/2022, 7:07:21 AM:789;PROBE REQUEST;CEEIM_FREE;-40 dBm;18:26:49:af:da:d4;5540 Mhz;145.2
sniffer2.4Ghz_1;5/11/2022, 7:07:21 AM:792;PROBE REQUEST;CEEIM_FREE;-39 dBm;18:26:49:af:da:d4;5540 Mhz;145.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:820;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:822;PROBE REQUEST;SSID oculto o desconocido;-9 dBm;ce:3c:a6:c3:d2:5b;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:824;PROBE REQUEST;SSID oculto o desconocido;-20 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:825;PROBE REQUEST;SSID oculto o desconocido;-25 dBm;e2:f5:ad:4f:49:ae;5745 Mhz;186.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:827;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:829;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:831;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:833;PROBE REQUEST;SSID oculto o desconocido;-26 dBm;e2:f5:ad:4f:49:ae;5765 Mhz;190.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:835;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5785 Mhz;194.2
sniffer2.4Ghz_1;5/11/2022, 7:07:22 AM:837;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5785 Mhz;194.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:860;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;e2:f5:ad:4f:49:ae;5785 Mhz;194.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:862;PROBE REQUEST;SSID oculto o desconocido;-20 dBm;e2:f5:ad:4f:49:ae;5785 Mhz;194.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:863;PROBE REQUEST;SSID oculto o desconocido;-11 dBm;ce:3c:a6:c3:d2:5b;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:868;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:869;PROBE REQUEST;SSID oculto o desconocido;-20 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:871;PROBE REQUEST;SSID oculto o desconocido;-24 dBm;e2:f5:ad:4f:49:ae;5805 Mhz;198.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:873;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:874;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;ce:3c:a6:c3:d2:5b;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:876;PROBE REQUEST;SSID oculto o desconocido;-26 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:877;PROBE REQUEST;SSID oculto o desconocido;-19 dBm;e2:f5:ad:4f:49:ae;5825 Mhz;202.2
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:879;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:23 AM:880;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:24 AM:900;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:28 AM:20;PROBE REQUEST;SSID oculto o desconocido;-70 dBm;6a:3a:3e:33:3a:da;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:30 AM:100;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;be:a8:8a:c2:3c:57;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:30 AM:102;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:32 AM:180;PROBE REQUEST;SSID oculto o desconocido;-98 dBm;66:7d:f0:d0:ce:12;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:32 AM:182;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;66:7d:f0:d0:ce:12;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:32 AM:184;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;9a:84:9a:50:55:91;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:40 AM:500;PROBE REQUEST;SSID oculto o desconocido;-94 dBm;62:be:3c:d2:f9:00;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:50 AM:900;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;66:7d:f0:d0:ce:12;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:52 AM:980;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;8e:3a:8f:0f:45:d0;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:57 AM:140;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;0e:1f:5f:90:11:33;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:57 AM:143;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:07:57 AM:145;PROBE REQUEST;SSID oculto o desconocido;-48 dBm;1e:46:32:b9:8c:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:01 AM:300;PROBE REQUEST;MOVISTAR_FC77;-106 dBm;00:03:50:9a:0e:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:02 AM:340;PROBE REQUEST;SSID oculto o desconocido;-90 dBm;02:e0:98:8b:33:6e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:02 AM:342;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;02:e0:98:8b:33:6e;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:03 AM:380;PROBE REQUEST;CEEIM;-106 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:05 AM:460;PROBE REQUEST;SSID oculto o desconocido;-68 dBm;d6:5e:4a:6a:20:b4;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:05 AM:462;PROBE REQUEST;HUAWEI-52NZ;-68 dBm;d6:5e:4a:6a:20:b4;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:05 AM:464;PROBE REQUEST;CEEIM_FREE;-106 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:05 AM:467;PROBE REQUEST;CEEIM_FREE;-106 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:05 AM:469;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;12:3f:44:96:87:95;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:05 AM:471;PROBE REQUEST;SSID oculto o desconocido;-84 dBm;12:3f:44:96:87:95;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:06 AM:500;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;12:3f:44:96:87:95;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:06 AM:503;PROBE REQUEST;SSID oculto o desconocido;-80 dBm;12:3f:44:96:87:95;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:06 AM:505;PROBE REQUEST;SSID oculto o desconocido;-82 dBm;6a:3a:3e:33:3a:da;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:08 AM:580;PROBE REQUEST;HUAWEI-52NZ;-76 dBm;06:50:14:d0:07:85;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:08 AM:582;PROBE REQUEST;SSID oculto o desconocido;-74 dBm;06:50:14:d0:07:85;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:08 AM:583;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;06:50:14:d0:07:85;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:09 AM:620;PROBE REQUEST;MOVISTAR_FC77;-106 dBm;00:03:50:9a:0e:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:09 AM:622;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:03:50:9a:0e:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:09 AM:624;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:03:50:9a:0e:cc;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:10 AM:660;PROBE REQUEST;SSID oculto o desconocido;-86 dBm;c6:f5:22:fd:f0:cd;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:900;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;a6:01:95:db:7c:48;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:902;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;02:54:9d:c3:41:91;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:903;PROBE REQUEST;SSID oculto o desconocido;-76 dBm;02:54:9d:c3:41:91;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:905;PROBE REQUEST;SSID oculto o desconocido;-78 dBm;02:54:9d:c3:41:91;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:906;PROBE REQUEST;SSID oculto o desconocido;-8 dBm;8e:ce:ea:8c:03:e3;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:908;PROBE REQUEST;SSID oculto o desconocido;-10 dBm;8e:ce:ea:8c:03:e3;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:909;PROBE REQUEST;SSID oculto o desconocido;-14 dBm;8e:ce:ea:8c:03:e3;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:911;PROBE REQUEST;SSID oculto o desconocido;-28 dBm;8e:ce:ea:8c:03:e3;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:16 AM:912;PROBE REQUEST;SSID oculto o desconocido;-58 dBm;8e:ce:ea:8c:03:e3;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:17 AM:940;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:17 AM:942;PROBE REQUEST;SSID oculto o desconocido;-106 dBm;00:22:fe:41:a4:2a;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:20 AM:20;PROBE REQUEST;SSID oculto o desconocido;-52 dBm;18:26:49:af:da:d4;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:20 AM:22;PROBE REQUEST;SSID oculto o desconocido;-47 dBm;18:26:49:af:da:d4;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:21 AM:60;PROBE REQUEST;CEEIM_FREE;-82 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:21 AM:62;PROBE REQUEST;CEEIM_FREE;-78 dBm;de:9d:f4:2f:06:44;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:23 AM:140;PROBE REQUEST;CEEIM;-106 dBm;42:cb:6a:37:54:b7;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:23 AM:142;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:23 AM:144;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2412 Mhz;1
sniffer2.4Ghz_1;5/11/2022, 7:08:23 AM:145;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:08:23 AM:147;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:180;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:182;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2417 Mhz;2
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:184;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:186;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:188;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:190;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;ce:3c:a6:c3:d2:5b;2422 Mhz;3
sniffer2.4Ghz_1;5/11/2022, 7:08:24 AM:192;PROBE REQUEST;SSID oculto o desconocido;-6 dBm;e2:f5:ad:4f:49:ae;2427 Mhz;4
